asset_name,network_element,network_element_str,network,latitude,longitude,augmentation_invest,replacement_invest,connections_invest,opex,other_invest,total_invest,deferrable_invest,invest_year,invest_year_str,commitment_year,email,phone,info_link,apr_link,data_currency,next_update,investment_description,demand_growth,constraint_season,annual_deferral_pool,wacc_rate,depr_rate
GEELONG EAST 013,DF,Distribution Feeder,Powercor,-38.180012,144.381341,2.19,,,21922.8,,2.19,2.19,2023,2023,,info@powercor.com.au,132 412,https://www.powercor.com.au/customers/demand-management/,https://spaces.hightail.com/space/UaPnYI6yeV/files/fi-9254fa88-da0f-44ff-b924-1c4900ffe6a5/fv-1fb143d4-ae02-4373-9187-c79b49af46e1/DAPR_2022_Powercor_Distribution%20Annual%20Planning%20Report.pdf#pageThumbnail-1,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),Q2 2024,"Construct a new GLE022 feeder to Leopold will offload GLE13, GLE24 and GLE31 feeders and provide supply reliability in the event of feeder fault.",,Summer,0.17,0.0574,0.0196
WEMEN 01,DF,Distribution Feeder,Powercor,-34.753917,142.683312,,0.4,,4000,,0.4,0.4,2024,2024,,info@powercor.com.au,132 412,https://www.powercor.com.au/customers/demand-management/,https://spaces.hightail.com/space/UaPnYI6yeV/files/fi-9254fa88-da0f-44ff-b924-1c4900ffe6a5/fv-1fb143d4-ae02-4373-9187-c79b49af46e1/DAPR_2022_Powercor_Distribution%20Annual%20Planning%20Report.pdf#pageThumbnail-1,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),Q2 2024,Re arrange WMN014 (NEW FEEDER from RVL - Using existing OOS RVL-WMN 66kV Line) to increase transfer capability between RVL and WMN.,,Summer,0.03,0.0574,0.0196
TURKINJE (TRANSFORMER),TS,Transmission Station,Powerlink,-17.062266,145.434553,,39,,1950000,,39,39,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,275_132kV substation establishment to maintain supply to Turkinje substation.,,"Summer, Winter",3.27,0.0508,0.033
ABERMAIN (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-27.578316,152.771542,,14,,560000,,14,14,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Abermain 275kV and 110kV secondary systems replacement.,,Winter,1.17,0.0508,0.033
ALAN SHERRIFF,TS,Transmission Station,Powerlink,-19.286333,146.747158,,12,,1080000,,12,12,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Alan Sherriff 132kV secondary systems replacement.,,Winter,1.01,0.0508,0.033
ALGESTER,TS,Transmission Station,Powerlink,-27.598126,153.030922,,11,,660000,,11,11,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Algester 110kV secondary systems replacement.,,Winter,0.92,0.0508,0.033
ALLIGATOR CREEK,TS,Transmission Station,Powerlink,-21.323703,149.19204,,4,,400000,,4,4,2024,2024,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Alligator Creek 132kV primary plant replacement.,,"Summer, Winter",0.34,0.0508,0.033
ALLIGATOR CREEK (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-21.323703,149.19204,,16,,800000,,16,16,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Alligator Creek SVC and 132kV secondary systems replacement.,,Winter,1.34,0.0508,0.033
ASHGROVE WEST,TS,Transmission Station,Powerlink,-27.451353,152.972733,,9,,720000,,9,9,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Ashgrove West 110kV secondary systems replacement.,,"Summer, Winter",0.75,0.0508,0.033
BARRON GORGE,TS,Transmission Station,Powerlink,-16.850222,145.646597,,4,,320000,,4,4,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Barron Gorge 132kV secondary systems replacement.,,Summer,0.34,0.0508,0.033
BELMONT,TS,Transmission Station,Powerlink,-27.538283,153.113718,,5,,250000,,5,5,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Belmont 33kV and 11kV primary plant replacement.,,Winter,0.42,0.0508,0.033
BELMONT (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-27.538283,153.113718,,24,,1200000,,24,24,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Belmont 110kV and 275kV secondary systems replacement_2029.,,Summer,2.01,0.0508,0.033
BILOELA,TS,Transmission Station,Powerlink,-24.401338,150.50714,,4,,360000,,4,4,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Biloela 132kV secondary systems replacement.,,Winter,0.34,0.0508,0.033
BLACKWATER,TS,Transmission Station,Powerlink,-23.586427,148.825,,3,,270000,,3,3,2025,2025,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Blackwater 132kV primary plant replacement.,,Winter,0.25,0.0508,0.033
BLACKWATER (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-23.586427,148.825,,14,,700000,,14,14,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Blackwater 132kV secondary systems replacement.,,Winter,1.17,0.0508,0.033
BOULDERCOMBE,TS,Transmission Station,Powerlink,-23.535401,150.487508,,32,,640000,,32,32,2032,2032,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Bouldercombe 275kV secondary system replacement.,,"Summer, Winter",2.68,0.0508,0.033
BOWEN NORTH,TS,Transmission Station,Powerlink,-20.018122,148.1671675,,4,,120000,,4,4,2031,2031,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Bowen North 132kV secondary systems replacement.,,Winter,0.34,0.0508,0.033
BRAEMAR,TS,Transmission Station,Powerlink,-27.1143497,150.8995296,,23,,1150000,,23,23,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Braemar 330kV secondary systems replacement_non-iPASS.,,Summer,1.93,0.0508,0.033
BROADSOUND,TS,Transmission Station,Powerlink,-22.821967,149.404002,,16,,1120000,,16,16,2027,2027,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Broadsound 275kV primary plant replacement.,,"Summer, Winter",1.34,0.0508,0.033
BROADSOUND (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-22.821967,149.404002,,4,,280000,,4,4,2027,2027,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Broadsound 275kV secondary systems replacement.,,"Summer, Winter",0.34,0.0508,0.033
BULLI CREEK,TS,Transmission Station,Powerlink,-27.920116,150.843219,,7,,210000,,7,7,2031,2031,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Bulli Creek 330_132kV transformer replacement.,,Winter,0.59,0.0508,0.033
BUNDAMBA,TS,Transmission Station,Powerlink,-27.594458,152.817762,,6,,360000,,6,6,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Bundamba 110kV secondary systems replacement.,,Winter,0.5,0.0508,0.033
CALLEMONDAH,TS,Transmission Station,Powerlink,-23.870395,151.195982,,7,,140000,,7,7,2024,2024,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Callemondah 132kV primary plant and secondary systems replacement.,,,0.59,0.0508,0.033
CALLIOPE RIVER,TS,Transmission Station,Powerlink,-23.85658425,151.1920694,,28,,560000,,28,28,2032,2032,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Calliope River 275kV secondary systems replacement.,,Summer,2.35,0.0508,0.033
CALVALE,TS,Transmission Station,Powerlink,-24.343659,150.627144,,16,,960000,,16,16,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Calvale 275kV primary plant replacement.,,Summer,1.34,0.0508,0.033
CHALUMBIN,TS,Transmission Station,Powerlink,-17.801901,145.526304,,7,,420000,,7,7,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Chalumbin 275kV and 132kV primary plant replacement.,,"Summer, Winter",0.59,0.0508,0.033
CLARE SOUTH,TS,Transmission Station,Powerlink,-19.837761,147.21201,,12,,600000,,12,12,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Clare South 132kV secondary systems replacement.,,Winter,1.01,0.0508,0.033
COLUMBOOLA,TS,Transmission Station,Powerlink,-26.649712,150.280306,,15,,450000,,15,15,2031,2031,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Columboola 132kV secondary systems replacement.,,Winter,1.26,0.0508,0.033
EDMONTON,TS,Transmission Station,Powerlink,-17.002182,145.750355,,6,,480000,,6,6,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Edmonton 132kV secondary systems replacement.,,Winter,0.5,0.0508,0.033
EL ARISH,TS,Transmission Station,Powerlink,-17.809235,146.02524,,5,,150000,,5,5,2031,2031,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,El Arish 132kV secondary systems replacement.,,Winter,0.42,0.0508,0.033
GARBUTT,TS,Transmission Station,Powerlink,-19.268634,146.777788,,10,,800000,,10,10,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Garbutt 132kV secondary systems replacement.,,Winter,0.84,0.0508,0.033
GIN GIN,TS,Transmission Station,Powerlink,-24.90026172,151.8208704,,11,,330000,,11,11,2031,2031,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Gin Gin 275kV secondary systems replacement.,,Winter,0.92,0.0508,0.033
GOODNA (TRANSFORMER),TS,Transmission Station,Powerlink,-27.619697,152.877492,,6,,300000,,6,6,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Goodna 110_33kV transformer augmentation.,,"Summer, Winter",0.5,0.0508,0.033
GOODNA (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-27.619697,152.877492,,20,,1000000,,20,20,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Goodna 275kV and 110kV secondary systems replacement.,,Winter,1.68,0.0508,0.033
GREENBANK,TS,Transmission Station,Powerlink,-27.733243,152.954861,,33,,1650000,,33,33,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Greenbank SVC and 275kV secondary systems replacement.,,Summer,2.77,0.0508,0.033
INGHAM SOUTH,TS,Transmission Station,Powerlink,-18.665217,146.156179,,6,,480000,,6,6,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Ingham South 132kV secondary systems replacement.,,Winter,0.5,0.0508,0.033
KAMERUNGA,TS,Transmission Station,Powerlink,-16.866453,145.68699,,6,,360000,,6,6,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Kamerunga 132_22kV transformer replacement.,,"Summer, Winter",0.5,0.0508,0.033
KEMMIS,TS,Transmission Station,Powerlink,-21.572957,148.384225,,6,,360000,,6,6,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Kemmis 132_66kV transformer replacement.,,Winter,0.5,0.0508,0.033
LARCOM CREEK,TS,Transmission Station,Powerlink,-23.822902,151.069816,,8,,400000,,8,8,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Larcom Creek 275kV secondary systems replacement.,,Winter,0.67,0.0508,0.033
LILYVALE,TS,Transmission Station,Powerlink,-23.128333,148.430077,,3,,180000,,3,3,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Lilyvale 275kV secondary systems replacement.,,"Summer, Winter",0.25,0.0508,0.033
LOGANLEA (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-27.663858,153.131454,,22,,660000,,22,22,2031,2031,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Loganlea 110kV secondary systems replacement_non-iPASS.,,"Summer, Winter",1.84,0.0508,0.033
LOGANLEA ,TS,Transmission Station,Powerlink,-27.663858,153.131454,,5,,500000,,5,5,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Loganlea 275kV primary plant replacement.,,"Summer, Winter",0.42,0.0508,0.033
MACKAY,TS,Transmission Station,Powerlink,-21.145116,149.158804,,6,,240000,,6,6,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Mackay 132_33kV transformer replacement.,,Winter,0.5,0.0508,0.033
MIDDLE RIDGE,TS,Transmission Station,Powerlink,-27.623285,151.943455,,3,,180000,,3,3,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Middle Ridge 110kV primary plant replacement.,,Winter,0.25,0.0508,0.033
MIDDLE RIDGE (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-27.623285,151.943455,,40,,1600000,,40,40,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Middle Ridge 275kV and 110kV secondary systems replacement.,,Winter,3.35,0.0508,0.033
MILLMERRAN,TS,Transmission Station,Powerlink,-27.965344,151.273641,,6,,480000,,6,6,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Millmerran 330kV AIS secondary systems replacement.,,"Summer, Winter",0.5,0.0508,0.033
MOLENDINAR,TS,Transmission Station,Powerlink,-27.978308,153.361445,,23,,1610000,,23,23,2027,2027,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Molendinar 275kV secondary systems replacement.,,"Summer, Winter",1.93,0.0508,0.033
MT ENGLAND,TS,Transmission Station,Powerlink,-27.382495,152.648468,,11,,550000,,11,11,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Mt England 275kV secondary systems and primary plant replacement.,,"Summer, Winter",0.92,0.0508,0.033
MUDGEERABA,TS,Transmission Station,Powerlink,-28.095275,153.397046,,21,,1260000,,21,21,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Mudgeeraba 110kV primary plant replacement.,,Winter,1.76,0.0508,0.033
MUDGEERABA (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-28.095275,153.397046,,12,,720000,,12,12,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Mudgeeraba 110kV secondary systems replacement.,,Winter,1.01,0.0508,0.033
MUDGEERABA (TRANSFORMER),TS,Transmission Station,Powerlink,-28.095275,153.397046,,11,,440000,,11,11,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Mudgeeraba 275_110kV transformer replacement.,,Winter,0.92,0.0508,0.033
MURARRIE,TS,Transmission Station,Powerlink,-27.448433,153.112865,,22,,,,22,22,2027,2027,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Murarrie 110kV secondary systems replacement.,,"Summer, Winter",1.84,0.0508,0.033
NEBO,TS,Transmission Station,Powerlink,-21.632359,148.684554,,10,,500000,,10,10,2029,2029,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Nebo 132kV and 275kV secondary systems replacement.,,"Summer, Winter",0.84,0.0508,0.033
NEBO (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-21.632359,148.684554,,6,,240000,,6,6,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Nebo SVC secondary systems replacement.,,,0.5,0.0508,0.033
NORTH GOONYELLA,TS,Transmission Station,Powerlink,-21.658152,147.969378,,5,,800000,,5,5,2023,2023,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,North Goonyella 132kV secondary systems replacement.,,,0.42,0.0508,0.033
PALMWOODS (SECONDARY SYSTEM),TS,Transmission Station,Powerlink,-21.632359,148.684554,,21,,840000,,21,21,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Palmwoods 132kV secondary system replacement.,,"Summer, Winter",1.76,0.0508,0.033
PALMWOODS,TS,Transmission Station,Powerlink,-26.70761235,152.9357825,,35,,1400000,,35,35,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Palmwoods 275kV and 132kV primary plant replacement.,,"Summer, Winter",2.93,0.0508,0.033
PANDOIN,TS,Transmission Station,Powerlink,-23.265932,150.470579,,5,,200000,,5,5,2030,2030,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Pandoin 132kV secondary systems replacement.,,Summer,0.42,0.0508,0.033
PIONEER VALLEY,TS,Transmission Station,Powerlink,-21.160161,149.014778,,5,,300000,,5,5,2028,2028,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Pioneer Valley 132kV primary plant replacement.,,Winter,0.42,0.0508,0.033
REDBANK PLAINS,TS,Transmission Station,Powerlink,-27.640869,152.851448,,8,,720000,,8,8,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Redbank Plains 110kV primary plant and 110_11kV transformer reinvestments.,,"Summer, Winter",0.67,0.0508,0.033
ROCKHAMPTON,TS,Transmission Station,Powerlink,-23.366473,150.508299,,4,,320000,,4,4,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Rockhampton 132kV secondary systems replacement.,,"Summer, Winter",0.34,0.0508,0.033
ROCKLEA,TS,Transmission Station,Powerlink,-27.552163,152.999615,,5,,300000,,5,5,2026,2026,,NetworkAssessments@powerlink.com.au,(07) 3860 4826,https://www.powerlink.com.au/non-network-solutions,https://www.powerlink.com.au/reports/transmission-annual-planning-report-2022,Dec 2022 TAPR (annual data); Dec 2021 TAPR (load trace data),Q2 2024,Rocklea 110kV primary plant replacement.,,"Summer, Winter",0.42,0.0508,0.033
